dcterms:title,dcterms:abstract,nlon:keyword,length
裴說氏의 公判顚末,第一日 續然後에 크로쓰씨가 辯白 證據人들을 召入려  韓人의 証據人들을 招來 것슨 統監府를 經由케 이 適當 處置인 쥴노 觀察케 기 爲하야 裁判廷에 請求고 韓人誰某誰某의 名을 呼出야 召入하기를 請願고 又他事件을 提出야 昨年에 발포된 樞密院令第三條에 論及니 윌킨손氏가 此 單히 商標에 適用 거시라고 指出 裁判廷에셔 此異論을 支助얏고然後에 윌킨손씨가 出訴야 訟案◈◈始니 被告가 治安妨害件을 包有 新聞紙 印刷又行야 昨年에 포 樞密院令第五條에 違背됨으로 告이 되여 刑事裁判에 係얏고 治安妨害件이란 解義 該令中第三項에 在하니 卽是秩序紊亂이나 暴動을 激勱하거나 韓國의 政府와 人民間에 仇讐之意를 激動케  쥴노 量度 件이니 該條項에 對야 如何 干犯이 되 쥴노 服認진대 秩序紊亂과 暴動의 激勵이나 政府와 人民間에 仇意를 激動 罪이나 又或兩罪俱發이 될지오 其論說三件이 告訴狀에 已爲出訴얏고 招引狀에 亦已提及얏스니 此論說三件中에 何者이던지 第五條에 違背된 쥴노 証據가 確立면 玆에 提起 刑罰을 當 쥴노 服認지로다此에 對야 월킨손씨가 時局의 形便과 韓國의 現狀을 擧야 張皇辯論다가 終末에 至야 乃言曰 現今에 韓國의 景況이 何如며 此告訴된 論說의 贈示를 受 人民은 其誰오 韓國의 景況은 旣是不穩야 現政府의 勢力을 武裝으로 抗逆며 此告訴된 論說의 贈示를 受 人民들은 武裝 人民의 同類인대 此新聞은 國漢文으로 記述얏슨즉 其意見을 有識 者들노 曉得케 이로다裁判官曰 其人民의게 贈示 國漢文이란 解釋을 可言乎아윌킨손氏曰 對證을 擧리이다 國漢文은 公衆의게 國語이니이다크로쓰氏曰 國漢文이 公衆의 言語云乎아윌킨손氏曰 否라 我가 若此히 言이 아니로다 고 簡短히 辯論 後에統監府書記官三浦氏 招入야 此新聞發行件과 韓國現政府의 問題를 証據케 며 且韓國의 景況과 大韓每日申報 購覽 者와 購覽  者의게 關 問題를 査問기를 請며 通信管理局書記官服部氏 招入야 韓國의 景況과 裴說氏의 新聞紙가 騷擾 各地方에 送達되 紙數 査問기를 請며 仁川港에 駐在 英國領事레이氏 招入야 其新聞論說을 英文으로 翻譯 件을 問하기를 請하얏대 此告訴 裴說氏가 國漢文에 某某事를 揭載야 某某人으로 購讀케  所以니 氏가 此에 對야 其全然히 瞹眛고 意外읫 事件인 줄노 發明지 못면 他人이 著作 論說을 揭야 金을 受고 刊을 許與이던지 金을 望고 新聞에 發刊 것이라 이니 原告의 辯論을 更히 要 것이 無면 윌킨손씨의 料知 바 證據가 止此矣로다三浦彌五郞氏 第壹證人으로 招入야 크로쓰氏가 其宣誓狀에 通例를 依하야 署印치 아닌 理由를 問대三浦氏가 答曰 吾 日語도 用뎨 印章을 用얏스나 其他에 不用하얏나이다윌킨손氏曰 汝의 姓名이 三浦彌五郞乎아 曰 然하오이다汝의 官職은 何오 曰 韓國에 在 統監府書記官이로소이다汝가 京城理事官에 責任도 有乎아 曰 然하오이다何時로부터 執務乎아一千九百六年三月이로소이다汝가 此案件에 原告乎아答曰 然오이다汝가 告訴의 權을 統監의게 受얏나뇨 曰 然오이다汝의 告訴狀에 大韓每日申報에 論說三條 告訴이 有니 該紙나 該論說을 持有乎아 曰 旣有添付이니이다월킨손氏가 該論說三件을 壹壹히 讀 後 問曰 大韓每日申報의 발行者及所有者 誰也오 曰 발行者兼編輯人은 斐說이니이다크로쓰氏曰 現今乎否아월킨손씨曰 我가 方問이로다 크로쓰씨曰 其誰오윌킨손氏曰 君의 反覆橫詰을 姑俟之가 如何오裁判官曰 裴說氏가 其時에 所有者及編輯人인 쥴을 知得노라윌킨손氏曰 發行者及所有者가 誰라고 書이 有뇨 曰 我가 呈出바 表面에 漢文으로 英國人裴說이라 얏나이다現今 新聞의 配達數爻가 多乎아 少乎아曰 事 遞信管理局書記官服部시의게 問 바ㅣ로소이다汝가 知 로 幾何오曰 我가 知 바로 甚多오이다裴說시가 他種新聞도 發刊나뇨曰 又有二種新聞이로소이다何種新聞乎아曰 諺文으로 出刊 大韓每日申報 及코리아데일릐늬우쓰올시다裁判官曰 兩種新聞을 幷히 韓文으로 發刊뇨윌킨숀씨曰 코리아데일릐늬우쓰 英文으로 發刊나이다刊 中에 諺文이라 것은 何오 曰 純젼 韓國文이올시다何人이뎐지 大韓每日申報 讀 것을 汝가 親히 見하얏나뇨 曰 韓國人이 讀하 것을 我가 見얏나이다自讀乎아 抑佗人의게 供聽乎아曰 漢文을 稍知 者 朗讀야 衆聽에 供더이다韓日兩國間에 履行 條約과 現政府의 對 協議가 有乎아曰 最重 兩件條約이 有대 其一은 昨年七月廿四日에 締結 韓日新協約이오 又其一은 一千九百五年[光武九年]十一月十七日의 締結 韓日協約이니이다此 光武九年新協約의 公式上謄本이뇨 曰 此 光武九年件이오 此 光武拾壹年件이로소이다윌큰숀씨가 光武九年新協約을 引用야 政府의 關 事 三浦시의게 問되日本政府及此地의 在 其代表者等이 何如히 行動며 現時 日本代表者의 地位 何如뇨 曰 한國現政府 協約을 依야 統監府指揮下의 在하니이다未完,사회; 기사,2385
Japanese reports also state that renewed activity on the part of the insurgents,"Japanese reports also state that renewed activity on the part of the insurgents has been displayed during the past month. In Kai Sung district several parties have shown themselves; and in one of the encounters, a leader named Kim Hyung Kiu was captured by the gendarmes. In Chok Sung, Yun Chon and Ma Chon districts, the numbers have also swelled and many encounters have taken place between the Koreans and the gendarmerie. The same can be said of Choon Chon district, where three separate encounters took place during the latter part of last month; there being casualties on both sides. The insurgents hare also appeared several times at Su An, Sung Chon, Mang San and Yung Won districts, bu have done very little harm, the people being peaceful and showing no sympathy with the insurgents. Hu Chang and Kang Kye districts are also quiet and the people are pursuing their ordinary labours",정치; 기사,891
宮廷錄事,官          報○宮廷錄事  詔曰命宮內府特進官閔泳奎爲嘉禮都監都提調詔曰命內部大臣李址鎔宮內府特進官李胄榮禮式院掌禮卿金思轍爲嘉禮都監提調詔曰命典膳司提調金炳翊爲宮內府特進官禮式院禮式卿李容泰兼任典膳司提調詔曰総辦尹澤榮女叅奉金哲洙女前敎官沈鐘燦女副詹事成健鎬女叅奉徐相泰女叅奉朴珪緖女叅書官朴熙  女再揀擇入之其餘幷許婚  以上七月四日議政府議政大臣趙秉鎬辭職疏  批旨省疏具悉卿懇卿之復申日號前席之言方有所施措卿宜益究啓沃裨補之䇿克圖開濟艱棘而乃有此需章之荐至誠甚滋惑莫曉其義也輔相之職其負荷之重果何如也旣不可徒然而委之亦不可遽然而辭之况且今時尤有異於平昔無事之日乎若使纔授而便去其將孰與爲理此朕之屢思不得而卿亦觧說不去處也惟卿視官有眚論道經邦不必苛察於簿書行墨之間則亦固何害而固請如是所辭中議政之任今姑勉副卿其諒之事遣祕書郞傳諭    七月五日禮式院掌禮卿臣金思轍謹  奏皇太子妃初揀擇今已過行而嘉禮時應行諸事預設都監然後勢將及期舉行嘉禮都監堂上郞廳令宮內府差出何如謹上奏  光武十年七月四日奉  旨依奏侍從院卿閔泳徽辭職疏  批旨省疏具悉病姑難强職豈幷觧所辭中侍從卿之任依施    七月五日,기사; 정치,504
國際紛爭平和의 處理條約,⊙(國際紛爭平和의 處理條約）昨年荷蘭國海牙에셔 開 萬國平和會議에 叅列國全權委員이 贊同고 記名調印얏던 國際紛爭平利의 處理條約을 近間에 批准公布 其欵項이 如左니    第一章  一般平和의 維持第一條列國間關係에 兵力으로 訴 事를 制止기 爲야 記名國이 國際紛議를 平和히 處理데 其全力를 竭케 事로 約定홈    第二章  周旋及居中調停第二條記名國은 重大 意見의 衝突과 紛爭을 生 境遇에 兵力으로 訴기 前에 可爲만 事情에 據야 其交戰國의 一國或數國에 周旋或居中調停을 依賴 事로 約定、第三條記名國이 右依賴의 有無를 不抅고 紛爭以外에 立 一國或數國이 可爲만 事情을 因야 自進周旋던지 或居中調停을 紛爭國에 提供 事로 有益다 認며 紛爭以外에 立 國이 雖交戰中이리도 其周旋或居中調停을 提供 權利를 有며 紛爭國은 右權利의 行使를 指目되 友誼에 戾다을 得지못홈、第四條居中調停者의 本分은 紛爭國을 和解며 且其間에 生 惡感情을 融和데 在홈、第五條居中調停者의 職務 其提出 和解方法의 採納치못 事를 紛爭國又調停者ㅣ卽自宣言이 終止홈、第六條周旋及居中調停은 紛爭國의 要請이던지 紛爭以外에 立 國의 發意던지 勿論고 全히 勸告의 性質을 有데 止고 决斷코 拘束 効力을 不有홈、第七條反對의 約束이 有 境遇外에 居中調停을 承諾기 爲야 動員其他戰鬪準備를 中止遲延던지 或障碍치못며만일 戰鬪開始 後에 居中調停이 起더라도 反對의 約束이 有 境遇外에 進行中의 軍事動作을 中止케못홈、第八條記名國은 可爲만 事情에 限야 左의 例則으로써 特別居中調停의 適用을 可다 事에 同意홈、平和를 破 憂가 有 重大紛議를 生 境遇엔 紛爭國은 平和의 破裂을 豫防기 爲야 各各一國을 選定야 他의 選定 國과 直接의 交涉을 開 任務를 付託홈、右附託의 期間은 受託者가 反對의 規約이 有 境遇外에 三十日을 超過치못며 期間中紛爭事件에 關 事 調停國에 一任기로 看做며 紛爭國은스로 直接交涉 事 中止고 右調停國은 紛議를 處理데 全力을 竭되비록 平和가 已破 後라도 右調停國은 平和를 回復 機會을 利用 共同任務를 負홈    第三章  國際審查委員第九條名譽와 重要 利益에 關係아니고다만 事實上의 見解가 異데셔 生 國際紛爭의 事件을 外交上의 手段으로 能히 遂치못 境遇엔 紛爭國이 事情에 因야 國際審查委員을 說고 公平誠實 審查에 依나 事實問題을 明히고 紛爭의 結了를 幇助 任에 當케으로써 記名國은 有益다 認홈 第十條國際審査委員은 紛爭國間의 特別條約으로써 說置홈 審查條約은 審查 事實及委員의 權限을 明瞭히 規定며 審查條約은 審查例則을 規定며 審査 彼此對審後에 此를 行며 導守 方式及期限인 審査條約에 規定업 者 委員이스로 此를 定홈（未完),정치; 기사,1366
황도 숑화군 관이뎡 사 손셩모가 젼 관찰 김가진씨와,◉황도 숑화군 관이뎡 사 손셩모가 젼 관찰 김가진씨와 숑화 군슈 쟝긔흠씨와 쟝연 군슈 임오쥰씨를  야 고등 판소에 쇼지를 엿 손가의 어미가 본면 집강 강봉샹의게 마져 쥭은 일노 법부에 쇼지 엿더니 졔에 검안오기를 기다려 심리 야 쳐판 겟다 기에 본군에 도라가 명히 검안을 여 보 가 기다렷더니 김가진씨가 그 관찰로 숑화군에 훈령 야 쵸검  에 간련의 공쵸가 쇼연 거 곰인 들 에 죵즁 환롱 야 귀귀이 샹좌와 쟝연 군슈가 검  도 쵸검  와 고 댱련 군슈 고챵룡씨가 삼검  에 뎡직공평게 검안을 하엿더니 관찰 김가진씨가 검안을잘 못 엿다 고 그고을 셔긔를 문화군에 잡아 갓두고 검안을 환롱 야법부에 보고 하고 법부에셔 다 그검안을 가지고 살옥뎡범 강봉샹을 결 방숑 라 엿기 분 을 익의지 못 야 롱간 한거슬 셰셰히 뎡탐 한즉 김가진씨 뇌물 만량을 밧고 쟝긔흠씨 뇌물 만량을 밧고 임오쥰씨 뇌물 오쳔량을 밧고 부동 환롱 야 살옥 죄인 강봉샹을 쥭이지 안케 검안을 드러 결방숑 엿스니 피고 김가진시와 쟝긔흠시와 임오쥰시를 잡아 명히 판 야 죠률 하야 주고 강봉샹을 쥭여 달나고 하엿다더라,사회; 기사,609
上海商土의 移檄,⊙（上海商土의 移檄）  （前號連續）皇上、一時違和、安見無痊愈之日、卽詔國步艱難不可無柄政之主則、太后訓政、年餘於玆、何不可請太后、仍訓政數年、以自調治、而必遽行退位、啓天下之變、以貽皇太后之憂、此皇上之决不願退位者二也、如果爲穆宗立嗣之後、卽可親行庶事、使皇太后、即可頣養深宮、猶可說也、乃聞新立之嗣于年僅九歲、是旣嗣位之後我皇太后之不能頣養、乃更甚於今時、此皇上之决不願退位者三也、有此數端、則知立嗣一擧、非出自皇上之旨、亦非出自皇太后之意、實則、皆山權奸、挾制使然耳、推權奸之用心、祗以自保身家性命之便、不顧名義、不顧天下之公憤、因而蠱惑母君、使御極二十五年之英主、忽幽忽廢、生死不卜爲千古未有之奇事、太后親手援立之聖君、忽愛忽慍、顚倒黑白、爲千占未見之新聞、獨不知民等、親愛皇上、無日去懷、新君雖立、故恩難忘、權奸、澤惡皇上、而民等、深愛皇上、皇―一日在位、民等古天自安、水無反侧、皇上今若此  危則民等必與權奷、不共古天、務令其身家、不保而渡己、伏思諸憲台、皆是我皇上親所倚毘之人、决不敢阿附權黨、置君父之義於不啓故、民等、鳴告公憤、伏乞親允電奏、阻止成命、  一面再會、同連奏請、將權奸盡行誅斥、以表太后聖慈、皇上安康、以安天下之人心、而慰忠義之衆志、否則民等、願偕皇上生者、亦均樂爲皇上死也、謹當冐斧銊披奸膽、欲以保皇上乾健之行、而免大  裂之害、請垂察焉、    完,기사; 정치,592
日宗生命保險株式會社生命保險說明書,生命保險云者 長生者가 早死者의 遺族을 救護 主旨에 基因야 一團의 人士가 相集야 各自若干의 金額을 醵出야 此를 畜積利殖야써 萬一之虞 備 方法이라 嘗聞韓國에 自古來로 有契之制度야 盛行於鄕黨之間야 壽者ㅣ 悶其夭死者며 有餘者ㅣ 其補不足之意云니 此是近於生命保險之義而惟生命保險云者 其範圍의 廣大은 普히 國際에 通며 其組織의 精密은 奧深 法理와 數理에 根因고 契約의 方法이 各種이기로 人人이 有其擇所慾之便宜者며 特히 其基礎가 鞏固고 安全 者이라 日本에 就야 商法外에 保險法業이라 特別의 法律이 有야 營業과 契約의 方法을 規定고 保險課라 特別官廳이 有야 會社創設 時에 定款約款保險料表營業方法等을 精査얏 世上에 害가 無으로 認 時에 始爲許可고 其後每月營業의 細情을 申明케며 每年財産의 詳態를 報告케며 又隨時吏員을 派遣야 會社의 實況을 檢査케 等의 政府가 頗히 嚴重 監督을 爲며 且極히 愼重을 爲야 會社로야곰 欺瞞破産과 又 世間에 無害케을 勤勉나니 卽生命保險은 到底히 韓國의 死亡契와 不可同一히 語 者ㅣ나 然이나 比而言之則生命保險도 亦是近於死亡契之一種而其範圍가 極廣며 組織이 極完고 利用이 極便 者ㅣ라 謂거시며 保險會社 先備多額之資本야 自成盟主며 自成中心며 募集加盟者야 其團結◈◈介고 各自醵出 金額을 ◈◈殖利야 若加盟者中에 死者가 有 時 若干金額을 其遺族의게 交付으로써 職務營業을 爲나니 團集 加盟者를 被保險者ㅣ라 稱며 各自醵出 金額을 保險料라 稱며 死者와 遺族의게 交付 金額을 保險金이라 稱고 保險에 多少 預爲契約바에 據며 我會社 在韓國야 一千圓乃至一萬圓의 契約에 應나니 보험은 預爲受取年齡을 定 時 被보험者가 其年齡에 對야 尙且健全야도 亦此 受取을 得이 可니 此 養老보험이라 云며 我會社가 契約바 自四十歲乃至七十歲受取養老보험으로나니 보험料 被보험者ㅣ 存命中에 受年年齡에 達기지 每年呈納을 通則으로 爲나 然이나 其長期가 厭 時 二十箇年又 十取으로 短縮야 呈納을 得나니 故每年呈納하 金額은 其보혐金多少에 因야 增減이 有은 不待其論이어니와 其他加盟時에 被보험者의 年齡과 受取年齡과 呈納年限에도 等差가 有지라 大抵人世生死의 數理와 精密算에 關 會社 貴賊男女를 勿論고 二十歲乃至六十歲者가 身分確實고 軆軀强壯 者의게 加盟을 應나니 年齘에 依야 每年呈納額을 定 者라 此 보험料表外에 別노히 有 者이며 今欲詳述生命보험之義야 更擧一例以論노니 玆有三十歲之一人야 此를 보험料表에 參照면 四十歲受取四十五歲受取五十歲受取五十五歲受取六十歲受取六十五歲受取七十歲受取等七等受取年齡을 撰을 得며 又보험料졍納期間은 十年二十年及滿期三等에 定을 得나니 假令一人이 五十歲受取養老生命보험料滿期졍랍을 契約 時에 보험金額一千圓에 對야 每年졍랍보험料 三十六圓三十錢이되며 此人이 若不幸야 契約初年에 死亡며 會社에 졍랍은 僅히 三十六圓三十錢이나 會社 契約에 依야 卽是金額一千圓을 被보험者의 遺族의게 交付며 此人이다행이 契約年齡五十五歲達되 尙且健康 時 會社에 졍랍은 二十五回에 보험料合計九百七圓五十戔이나 會社로븟터 金額一千受取을 得니나 是 早死 時에 多大의 利益이 有고 長生의 時에도 損失이 無이니 此非一擧兩全之良法耶故로 會社도 亦無毫里之損失고 能爲若是者 乃◈畜殖利之良法也ㅣ라 盖家族之扶養은 家長任務나 死生은 預期키 難지라 家長이 死 遺族이 飢에 困 者ㅣ 比比有之하니 此 其豫備에 怠惰 故ㅣ라 然則此를 備은 生命보험과 如 者ㅣ 無지니 盖積財殖貨가 其道ㅣ 不一하나 何種이든지 一朝一夕에 其目的을 達하기 不能지라 (未完),사회; 기사,1814
敍任及辭令,●敍任及辭令前郡守 崔時榮 仝 鄭煥琮 仝 李憲榮 仝 洪健 免懲戒 ○中樞院議官 黃錫 仝 金元燮 㒰 吉仁植 仝 河敬福 仝 李樂善 仝 金龜泳 依願免本官 ○六品 李興魯 九品 盧近壽 仝 韓明相 仝 全秉鉉 全炳一 仝 金潤東 任中樞院議官敍奏任官六等   以上九月二日通信司電話課主事 金澤榮 仝 李仁善 慶基殿參奉 尹秉益 永懷園參奉 朴奎鍾 孝昌園參奉 張夏相 溫陵令 宋以用 定陵令 崔文洪 慶尙北道觀察府主事 鄭民燮 全羅南道觀察府主事 咸台永 全羅北道觀察府主事 柳賢鎭 地契衙門主事 金炳郁 農商工部臨時博覽會事務所主事 申錫琦 仝 韓淑命 仝 金世鉉 仝 鄭泰燮 仝 柳麒錫 依願免本官 ○任慶基殿參奉敍判任官八等 九品 尹亨重 ○任永懷園參奉敍判任官八等 九品 金敬鎭 ○任孝昌園參奉敍判任官八等 九品 柳秉麟 ○任溫陵令敍判任官七等 肇慶廟令 南啓錫 ○任肇慶廟令敍判任官七等 六品 宋以用 ○任定陵令敍判任官七等 義陵參奉 金魯奎 ○任義陵參奉敍判任官八等 朴漢庠 ○正三品 金允蘭 五品 金聲洛 解慶尙南北道均糶委員 ○任地契衙門主事敍判任官一等 農商工部主事 趙定根 ○任慶尙北道觀察府主事敍判任官六等 柳基夏 ○任全羅南道觀察府主事敍判任官六等 具會鏞 ○任全羅北道觀察府主事敍判任官六等 柳泰英 ○免本官 三和郵遞司主事 李哲鎬 右난 該員이 仁川郵遞司에 派住인바 該司長報告書를 接據즉 不遵指揮고 事務上에 多有怠慢이라 얏기 是以免本官 ○任三和郵遞司主事敍判任官六等 朴在淳 ○任外國語學校副敎官敍判任官六等 鄭一範 ○韓良洙 朴楨 趙成鎭 金千澤 黃義明 任農商工部臨時博覽會事務所主事敍判任官六等 ○內部地方局長 金容鎭 中學校敎官 劉漢容 中樞院議官 呂邦燮 仝 金永坤 仝 朴慶鎭 仝 林容直 仝 金載孝 依願免本官 ○外國語學校副敎官 金漢奎 任中學校敎官敍奏任官六等 ○九品 裴永奭 仝 金重默 仝 李承謨 仝 李奎善 仝 吳星翼 任中樞院議官敍奏任官六等   以上九月三日,기사; 정치,870
But Salt blundered upon the affliction from which the country is suffering,"But Salt blundered upon the affliction from which the country is suffering tho he does not seem to have known it. The ravening of the officials among the bulls etc of the people does not destroy incentive, it represses individaul effort. It is an old story and hardly needs illustration, but I will add one more to the long list which daily appears in the vernacular newspapers. The prefecture of Yonan is harassed at present by one of the creatures of Kim Hong◈iuk named Myeong. A missionary offered one of the prefecture runners a Christian book. He refused on the ground that no Yamun runner can become a christian, for christianity forbids extortion, fighting, brauling, beating and violence. And these are the usual duties of a runner in the employ of Mr. Myeong",기사; 사회,767
宮廷錄事,官報○宮廷錄事宮內府達第二十九號陰曆九月十三日眞殿茶禮에 遣閔特進進去擧行고 勅任官以上과 奎章閣入參라신 旨를 奉承이라 隆煕元年十月十七日宮內府達第三十號本月十七에 皇太子殿下게셔 日本國皇太子殿下御旅館에 行啓시 旨를 奉承온 바出御時刻과 道路 如左이라下午五時十分에 惇德殿에셔 出御샤 平成門前路 大漢門前路 圜丘壇前路 長洞 泥峴으로 從사 日本國皇太子殿下御旅館에 臨御얏시고 七時四十分에 動輿사 八時에 還御심이라 隆煕元年十月十六日宮內府達第三十一號本月十八日에 皇太子殿下게셔 日本皇太子殿下御旅館에 行啓시 旨를 奉承온 바出御時刻과 道路 如左이라下午一時五十分에 惇德殿에셔 出御사 平成門前路 大漢門前路 圜丘壇前路 長洞 泥峴으로 從샤 日本國皇太子殿下御旅館에 臨御시고 三時四十分에 動輿사 四時에 還御심이라 隆煕元年十月十七日詔曰命侍從院卿閔丙奭兼任判敦寧司事詔曰太廟展謁時宗廟提調 金永典淸道警視副監具然壽幷加資 以上十月十五日宮內府大臣勳一等臣李允用謹奏卽接敦寧司長尹寓善報告書則以爲今此御牒譜冊修正時獻懿大院王純穆大王妃追封完王追封義王妃冊封一軆記載之意措辭奏稟云矣使之依例紀載何如謹上奏 隆煕元年十月十五日奉旨依奏宮內府大臣勳一等臣 李允用謹奏卽接秘書監丞 李恒九報告書則 以爲景孝殿朔祭諸執事摘奸時에 殿司本令司 李相七이가 趂不待令 故로 玆以報告云矣라 摘奸不進이 與闕參有異나 然이나 揆以事軆에 不可無警이온 즉 景孝殿令 李相七을 施以譴責이 何如謹上奏 隆煕元年十月十四日奉旨依奏,정치; 기사,700
官廳事項,●官廳事項京畿管下府尹郡守治蹟 廣州府尹 金弼鉉 南城이 本是雄府니 治政은 固宜着念홈 ○開城府尹 權用國 望重仗鉞에 才憂恢刃니 臨民則惠고 束吏也嚴야 頌聲이 聒耳고 闔境이 息肩홈 ○江華府尹 未差 ○仁川府尹 河相驥 物衆地大고 治成制定니 舟車所聚에 應接이 如流홈 ○水原郡守 金容鎭 政淸如水니 一路福星이라 廉明持心에 吏奸莫售고 公正決訟에 民情이 感服홈 ○驪州郡守 洪秉悳 才優制閫고 不鄙吏事니 積逋之公納은 淸帳이 有方고 字惠之苦心은 闔境이 胥悅홈 楊州郡守 趙鼎九 卿月重望이요 良吏治法이라 隨事綜明니 猾胥가 屛息고 聽理公正니 訟民이 咸悅홈 ○長湍郡守 未差 ○通津郡守 李槻重 莫謂年邁라 遇事益壯이며 克愼克勤고 不忮不求홈 ○坡州郡守 申錫孝 前績이 旣著니 來效를 可期홈 ○利川郡守 李種聖 旣明且勤니 何事不濟홈 ○富平郡守 姜永吉 日淺 ○南陽郡守 閔舜鎬 嚴於束吏니 奸猾이 屛息고 寬以御民니 譽聲이 方蔚홈 ○豊德郡守 朴準禹 三載爲政에 不煩不擾고 一心做治에 以公以明홈 ○抱川郡守 李晳鎬 干城之才가 惜屈小邑이라 已聞西績에 又佇來效홈 ○竹山郡守 李秉奎 將家遺範이요 循良治規라 廉明所推에 吏民이 咸頌홈 ○楊根郡守 李洛應 聽訟也公平니 民無呼寃之歎이요 有獘則矯捄니 村多其蘇之歌홈 ○安山郡守 李源商 本之儒雅로 治以雍容이나 每事必愼이 自可不苟홈 ○朔寧郡守 兪鎭哲 持心也 廉明簡嚴고 爲治則 公平安詳이라 隣績이 旣著니 新譽가 且多홈 ○安城郡守 尹英烈 六載居官에 一心奉公이며 詗捕焉不計夷險니 隣境이 賴安고 採礦焉期於防杜니 田宅을 可保라 似此優異 合施褒賞홈 ○高陽郡守 李周鉉 七十石之布糓催種과 數百口之提戶招安이 多費殘廩에 尤著實效야 民情이 洽然고 邑村이 俱便홈 ○金浦郡守 李弼永 已聞坡山去思之聒耳터니 今見金陵來暮之播口라 莅玆未久에 何以得此홈 ○永平郡守 洪泰潤 治法이 鍊達에 百度가 修擧고 吏民이 咸服에 一心愛恤이라 聽之譽論니 猶恐或去홈 ○麻田郡守 鄭喆朝 莅玆屬耳에 民方拭目홈 ○交河郡守 金大鎭 初政多譽니 竆蔀有恃홈 ○加平郡守 趙準煕 豈敢阿私오 已著前評홈 ○龍仁郡守 金甯漢 隨事綜核에 吏奸이 袖手고 聽訟明斷에 民頌이 騰口홈 ○陰竹郡守 尹奎善 聽理公平니 闔境이 晏如홈 (未完),정치; 기사,1057
With regard to the suspension of payment by the Fujimoto Bill-broking Bank,"With regard to the suspension of payment by the Fujimoto Bill-broking Bank, it is said in Japanese papers that the liabilities are estimated at Y12,000,000 and the assets at Y11,700,000 in funds at the head office and the Kobe, Kioto and Nagoya branches on March 18, and Y4,400,000 in funds at the Tokio branch on March 16. The firm is also said to have liabilities of Y3,800,000 at Tokio making the total liabilities Y15,800,000, and the assets Y16,100,000. The managers of the various Branches have been in consultation at Osaka and returned to their districts last night with a view to inducing the creditors to wait for payment",정치; 기사,631
連山永明,●連山永明  忠南連山郡紳士都相奎氏가 永明學校를 設立얏 其趣旨가 如左다 夫民之處世獨則孤矇而弱며 合則智力而强고 逸居無敎면 禽獸即近이오 愚而無學이면 馬牛襟裾라 荆山之璞이 不受雕琢에 寳玉을 難成이오 麗水之金이 不經鍊爐에 利器를 未成나니 故로 曰敎育은 國家之本原이오 人民之義務라 維我大韓이 挽近以來로 國庠鄕塾이 雖曰有之나 敎化  頹敗고 民俗이 榛狉야 漆夜乾坤에 鼾睡矇朧고 黑洞日月에 醉生夢死러니 鎻港이  闢에 風潮震盪이라 宣敎西師가 離親棄鄕고 梯山航海야 宣佈眞光니 滄桑이 漸變고 胸芽稍開리 於是乎京鄕間公私學校가 麟次繼起니 指不勝縷而敎中學校則培材攻玉과 三一永化等各處에셔 靑年을 培達야 野昧頑舊之俗을 劈破고 文明維新之氣를 吸取니 寧不樂哉아 今我連山敎會에셔 有志弟兄이 天演公例와 生存競爭의 時機를 儆惕고 奮發熱誠며 合心團力야 設一學校니 號曰永明이라 以敬天愛人之道로 民智를 開牖며 忠君愛國之誠으로 精神의 學을 敎育오니 昏衢僻鄕에 堪作迷津之筏이오 仁山智水에 可導失路之羊이라 學校를 維持鞏固케 方針은 僉君子의 愛護之恩과 贊成之力이아니면 鮮克有終의 慮가 不無지라 伏惟僉彥은 不琢之玉과 不鍊之金을 視以親胞고 愛之如已야 招玉工而琢之며 設洪爐而鍊之어다 不出幾載에 良金美玉이 遍滿國市矣라 以干城之材와 棟樑之器로 挽我權於獨立며 寘國家於盤泰야 於千萬禩에 共享昇平을 不期目圖矣리니 不亦樂乎아 九仭之山에 成功이 一簣에 在니 勉之勉之어다 嗟我同胞여,사회; 기사,710
依賴法改正,●依賴法改正法部에셔 依賴外國致損國軆者處斷例改正件을 政府會議에 提出함이 如左하니第一條  官人或平民을 勿論하고 外國人에게 趍附依賴하야 國軆를 損하고 國權을 失케난 者난 摠히 本法律에 歸伏할 事、第二條  左開犯罪者 已遂▣遂를 勿論하고 明律賊盜編謀判條에 照하야 處斷할 事  第一外國政府를 向하야 本國保護를 暗請하야 現發된 者  第二本國秘密情形을外國人에게 漏洩하야 現發된 者  第三外國人에게 雇兵及公用하 借欵賃船과 礦山鉄道田土森林漁採製鹽等의 認許와 軍艦及公用物品機器의托造購入하 契約과 顧問官及補佐員의 合同等事를 外部와 政府에 准許를 經치아니코 擅▣主議하거나 或居間通辯 者  第四外國人의 紹介를因하야 官職을 圖得하다가 現發된▣第五外國情形을 將하야 本國에 恐動하고 從中挾難하 者  第六各國約章內所許地段을 除 外에 一應田土森林川澤을 將하야 外國人에게 潜賣거 或外國人을 附從하야 借名詐認하거 或借名詐認하 者에게 知情故賣 者  第七本國政府의 特准除籍을 經치아니하고 外國에 入籍함을 藉托한 者더라,기사; 사회,502
