dcterms:title,dcterms:abstract,nlon:keyword,length
江原觀察與義將書,雜報●江原觀察與義將書春川觀察使 黃銕氏가 義兵將 閔肯鎬에게 再次 公函 全文이 如左니前書가 太涉倉卒야 未能罄竭所蘊矣러니 接得貴復니 不覺血淚自墮也라 夫以我國今日之形勢로 言之則 內修之政이 不擧고 外攘之略이 不競더러 文不足以華國고 武不足以固圉야 駸駸然至于今日에 莫可收拾야 外人之壓侮가 滋甚 境遇에 至얏스니 孰不扣胷痛哭이리오마 人而不能明見天下之大勢면 不可謂之智也오 不度目前之迫害고 徒逞匹夫之忿爭이면 不可謂之勇也오 不顧生靈之臝瘠고 專事螳臂之拒轍이면 不可謂之仁也니 盖智仁勇三者 天下之大道니 貴下도 想亦講之熟矣라 甞試言之컨 甲午日淸之戰과 甲辰日露之役을 苟究其源則 擧由我大韓에 外交失當之由니 曷尙言哉아 大抵 我帝國이 自檀箕以來로 歷至羅麗之前에 只有依賴之志고 全無獨立之想야 根抵가 未固고 枝葉이 凋殘니 志士之恢憂가 至此而當何如哉아 貴書에 曰 擧國士庶가 赤手白衣로 將欲談辦於列强公使야 質之以國際公法云者 必因曩日 海牙平和會議問題야 致此呶呶나 然이나 此 國際法上에 容許치 아니 바오 不過書生의 對案空談이니 何哉아 李儁之剸刃과 李瑋鍾之未返이 已爲前鑑則 縱有獨立之志氣라도 便是鉄船之渡海라 經云 人必自侮而後에 人而侮之고 國必自伐而後에 國이 伐之라 니 朽木에 蠧生고 臭肉에 䖧現이 豈非如炳然觀火乎아 爲今之計컨 明析利害야 取舍乎此가 可以謂之智也오 聞善言則 恍然自悟야 改而勿憚이 可以謂之勇也오 憂人之憂고 慘人之慘이 可以謂之仁也라 故로 本使가 不負眷眷之誼야 特派橫城郡守 沈與澤야 告以血誠노니 翻然改悟야 上答以皇上陛下之宸憂고 下以副本使之厚望야 偃武息戈고 修德養力이면 必至大成之日이 猶爲未晩이니 再三深諒야 以此佈諭部衆야 革心歸順이면 共享太平이 卽今日之好機會어 若執迷不悟고 恝拒本使之血誠이면 倘後悔之何及가 書不盡言이라 더라義兵將 閔肯鎬 答函이 如左니얏 前日 下諭심을 掩泣仰復얏더니 閣下眷眷심을 마지못 야 上憂國家시고 下念民情오셔 橫城郡守 沈興澤을 派送와 一封書角으로 又爲勉諭시니 肯鎬雖愚나 豈不知至誠惻怛之至意乎아 第有一言仰陳노니 肯鎬愚意則 被倭雖强이나 洞知其必亡乃已노니 幷吞六國而强秦이 不久고 求地三晉而智伯이 先亡니 此豈非兵讖에 務廣地者 亡之之理耶아 然則 今日之讎倭가 圖人之國을 不以其德而只以其譎니 班班古史에 然而 不亡者未之有也라 夫山河를 不能係於包桑則 昔之北과 今之南이 似或 無可否於其間 而昔雖忍痛於北이나 猶以我國君上으로 自行我國政令야 人民이 不有受困於彼 故로 只知有我國之君이러니 今則 不然야 曰 統監이 專主我國之政니 於是乎 山林川澤과 土地民人이 非我國君上에 所可措手也라 以生靈之禍로 言之컨 正若坐愚人於房中而刮其皮抉其目야 不知其痛而愚之形이 已缺니 然則 義兵之害가 甚歟아 讎倭之毒이 尤乎아 見今謀身密者 其門이 朱고 謀國忠者 其血이 赤니 肯鎬가 非不知以身投之於倭則 位可高於明治之世오 富可肩於八逆之列이나 然而 此非肯鎬之志也라 若使强賊으로 逐迫肯鎬而勢不能敵야 不可容於世界土壤則 亦豈無魯連所蹈之茫茫大海乎아 今閣下敎曰 偃武息戈 修德養力이면 必至大成之日이 猶爲未晩이라 니 此乃肯鎬之大有望於閣下也로소니 閣下有志於大成則 何必以肯鎬之釋兵與否로 爲心哉아 如肯鎬者 寘之一邊고 力圖大成則 肯鎬亦當仰念閣下에 扶國濟民之澤야 雖無觧兵之敎라도 必隕首以報矣리니 惟閣下 且燭且諒焉소셔 以若肯鎬之庸庸碌碌으로도 猶尙戀戀於閣下者 前後所敎辞旨가 徹人肝膈야 示之以憂國憂民之情시니 此肯鎬之所以執筆而不覺淚下也로다 語不知裁니 惟恕之察之라 얏더라,기사; 사회,1679
趙氏寄凾,●趙氏寄凾  京磚洞居趙東濬氏가 其山訟事에 對하야 本社에 寄凾하기를 楊根郡西中面進龍學校副校長柳暎이 百般巧辭로 無據之說을 僞造하야 該郡乾芝山을 趙東濬이 勒奪이라하얏스니 本人의 祖父母山入葬時에 李姓山과 許姓山을 好誼로 借得야 于今卅餘年에 李許兩姓으로 舊誼를 相守엿스니 勒葬之說이 是何證據이며 該乾芝山所由則本以典牲署柴塲으로 開國後傳來之地라 幾百年前에 民有地를 孰有而目見乎아 至今民有地라 穪托이 亦一無據요 典牲署廢止後에 該山이 居然無主空山인 故로 該近에 墳墓有 者ㅣ各自定界야 禁養守護矣▣本人도 亦以山所附近으로 東西四標를 定야 禁養卅年에 公私間一分恩怨이 無엿스니 今明年奪取之說이 亦一無據요 結稅所由則非獨該面이라 該郡西宗面汶湖等地에 尙衣院에 係屬 地가 有야 該洞民人의 年年公役이 夥多 故로 故輔國洪在喆氏畿伯時에 該民情을 爲야 嶺南으로 移來 免稅結幾百結로 該面元結을 免稅除劃야 每一負에 八分六里가되엿스니 該洞民人等이 立碑頌德고 此龍津面도 亦以此例로 依야 故輔國李宜翼氏畿伯時에 該洞民等이 齊訴야 右例와 如히 許施되엿더니 甲午㪅張以後로 各免稅를 一幷陞総 該面免稅도 亦爲復舊엿스니 該結総理由 一郡所共知라 此時近年에 爲民補獘이요 傳來에 例아니라 然則民有屬公之說이 亦一無據요 該郡守가 該山에 親審决案엿다은 彼隻等이 官庭에 百般誣訴야 汶湖居柳升魯를 猝地招去야 趙邊에 代言이라 穪고 山上에셔 柳升魯를 威脅야 納供엿스니 本人이 柳升魯를 若以代言을 委送이면엇지 捺章委任狀이 無리요 郡으로 拈帖도 無고 本人이 代言도 委任치안인바 郡决이 成案엿스니 是 民事上枉法이요 畿裁對質之塲에 該校長與面長이 狂言悖說曰趙東濬은 國婚을엿다 勢道를엿다고 公庭을 紛亂케니 該判事徐丙肅氏가 撫諭曰公庭에 對야 事其事言其言만헐이지 彼隻에 國婚과 勢道 言論미 不可타얏스니 該校長等이 自己悖言을 判事의게 推委미 賊杖無用이오 該裁主事羅基貞은 兩隻의 裁判顚末을 一  一記戰이오 兩隻退送에 是必投筆이어 此을 投筆錯愕이라얏스니 亦一無據오 該主事의 捺草아니얏다니 有何意見인지 未觧거니와 公案의 對여 該裁長에 印章이 有을 可가 該主事의 姓名章이 有이 可가 彼邊에 該主事에 姓名章을 準信거니와 本人은 裁判公决 印章을 確이 信니 該主事에 捺章아니 所由 想像컨 彼邊에 操弄手段의 陷路釣名이니 彼隻之前後誣捏은 推此可知라 盖學校之設은 全國之基礎라 本人도 雖愚昧나 晝夜希望바 學校의 興旺인 故로 該學校를 推仰홈이 如山若海터니 該學校維持方針을 三十年守護 有主山으로 欲作已物코져니 此慾漸長인 何獨於山이리오 還切慨歎이라 憑校營私之慾을 抑除고 興校發學之誠을 注▣ 事라얏더라,사회; 기사,1294
救世大軍의 出駐,基督敎會中救世軍은 世界萬王之王 耶蘇의 福音을 地極지 傳播에 前驅가 되여 軍隊를 編成야 勇往直前며 臨難不屈야 逢人舌戰에 上帝의 道 表彰며 隨處設陣에 救主의 恩을 感服케  者ㅣ라 其設陣處에 軍器 打皷擊錚며 吹笛弄琴而已오其舌戰時에 戰術은 上帝의 仁愛와 救主의 恩德과 聖靈의 感動을 賴 而已오 其戰利品은 傳道에 熱心여 信者를 團聚야 普天下의 人民을 魔鬼羈絆中에셔 拯出이라 現今 英美其他列邦에 此救世軍이 耶蘇大元帥게 獻心獻身야 各處에 軍隊 派遣야 信者 召募 現今 耶蘇의 親兵된 者ㅣ 幾千萬名인지 不可指數라 盖救世軍은 救世로 大義를 建이니此韓國人民의 塗炭罪惡中에 陷在을 愛憐야 軍隊 特이 此地에 派駐 救世軍中開路隊의 士官들이 英國에셔 發程야 萬里滄海를 悅意渡航야 去水曜日에 漢城에 無事到着지라 正領許嘉斗시 韓國內駐屯隊長이 되여 尉官롭손시와 其部下士官을 帶同고 同爲入城얏더라參領班禹巨시의 同夫人은 共히 本國에 在 時에도 緊要 職務를 携任야 長歲月間에 經歷으로 効勞가 頗多거니와 此地에 在야도 許正領의 頭等補佐員이오 正校密敦시及同夫人과 正校우阿道氏도 本國에셔 許久勞力야 効果가 頗著던 者로셔 今此韓國內職務를 擔任지라 其職務 本報廣告欄內에 指明과 如히 西門外平洞救世軍本營內에셔 日曜日午前十壹時와 午後三時와 同七時半에 開會고 新來 士官들이 職務를 執行 其講說을 明白히 通譯야 衆聽에 供하 壹般韓人들이 此를 歡迎하며 此를 傾聽기 希望다더라,사회; 기사,736
만민공동회 차 소본,별보만민공동회 차 소본○ 복이 신등이 함긔셩셰 화육 가온 물건으로 써 눈으로 죵샤 위급 긔틀을 보고 근심 졍셩을 이긔지 못 와 여러번 질통의 부루지지 을 공소 고 만즁이 슨을 묵거 공손이윤유(允兪)심을 기리엿더니 밋비지 나리신것을 업여 밧오니 무망것이 임의 히 분셕 됨으로 써 이르시고 일졀도 의례치 말므로 써 위로 시니 신등이 졔셩야 밧드러 읽오 감격온 눈물이 쏘다나고  업여 쟉일죠칙을 뵈옴 졍의 이졍을 몬져 궁로 븟혀 비로오니 가히 써대셩인의 혁연이 다사림을 도모 시고 단연이 사 입시 지극 오신 을 우러리 혜아리 건 졍부 졔신의 젼 부터 환익야 능히 양(對揚)치 못옴이 이에 더욱 나타낫오니 인군은 계시고 신하가 업온이 엇지 통한치 안이 오릿가 이 신등의 써 여러날 번괄와 긔어히 쳥을 쥰고 말고자  바로소이다 슬푸다 오흉으로 써 말삼 오면 졍를 탁란고 나라근본을 요니 실노 신인의 함 분 바여늘 소톄고 외보(外輔)와 왕법이 더지 안이 온즉 무망의 히 분셕 옴이 과연 어 잇나잇가 여셧가지 죠건으로 써 말삼 오면 각항졍이 오허려 다 탁지로 도라가지 안이고 그 다른 쟝졍도 문구(文具)만 되엿시으니 그 실시 온바히 과연 다 아람답온잇가 임  일노 써 말삼 오면 대뇨와 셔관(庶官)의 근일칙슈를 관연 다굽어 무르시와 졈동와 죡히 써 우흐로황유(皇猷)를 도흐며 아로 예망(輿望)을 화답오릿가 협회로 써 말삼 오면 국셰를 공고고 셩의 슬 뎡이 진실노 이에 잇거늘 오히려 지금것 시을 앗기심은 엇지 이오닛가 신등의 원통을 알고 억울을 려 임의 쾌이 폐지 못 고 간흉을 졔 지 못와 화의 긔틀이 굴너 급 고 졍녕이 맛당 억의와 물의가 더욱 비등오니 비록 신등으로 여곰 의려 안이 게 라 오나 그 엇지 엇오릿가 신동이 비록 어듭고 완만와 령지 못오나 젹이 병이(秉彜) 잇사오니 엇지셩의의 계신바와군명의 가히 항거 못 을것을 알지 못 오릿가만은 도라보건 신등의 부월을 무르써 밧것은 곳 일신의 사고 국가로 여곰 반셕태산에 두것은 이에 만셰의 계교라 몸으로 써 나라에 비교 그 경즁이 과연 엇지 온잇가 신등 더운 눈물이 낫희 덥허고 원통 피가 챵에 가득와 이에 감히 번독을 피지 안이 고  잇쳐로궐문에 부르지지와 나아가기만 알고 물너가지를 모롬이로소이다 업여 비압건텬디부모 확휘건단(廓揮乾斷)샤 군간을 버히시고 륙죠를 실시 고 현능을 맛기시고 민회를윤허 셔 써 국보를 편안이 시며 써 츙심을 위로 소셔비지에 젼후 비답으로 효유이 신북(申複) 이 안이어늘 일향번랄니 탄이 극 야 차라리 말삼이 업고져 노라 맛당히 엄쳐 것이로 특히 톄하(軆下) 슬 밀워 샹소 의를 졍부로 여곰 품라 엿스니 너희등은 속히 물너가 쳐분을 기다리라 오시다,기사; 사회,1469
MIN YONGKUI´S MEMORIAL,"MIN YONGKUI´S MEMORIAL.Mr. Min Yongkui, the ex-Minister of Finance, presented a memorial to the Throne a few days ago, denouncing the People´s Union. We give below a free translation of the document :Since I, Your humble servant, dishonored a responsible position by my unworthiness, not a thing has been accomplished, not a plan realized. I have merely stolen salaries. The censure that I have held the position in vain can scarcely be avoided.Of late, Imperial laws have become lax and traitors watch for opportunities. A last that Kyo Yungkun should dare call himself the President of the People´s Union, gathering partisans, defying everybody ! They (the People´s Union) had the presumption to stop the business in the Departments and to disobey the orders of the Government. Can this be tolerated in a subject of Your Majesty? The wickedness of their (Ko and party) designs may be easily guessed.But Your Majesty, in ‘heavenly´ mercy, has been indulgent to them, not punishing them at once. If they have a grain of reverence and fear, they should have dispersed waiting on Your pleasure. The other day they went so far as to disobey Your summons, impudently sending a committee into the Palace. Yesterday, in the Privy Council, they (members of the Union) dared to recommend a traitor and refugee, (Pak Yonghio) compelling the President to summit the nomination to Your Majesty. As if this were not enough, the same topic was discussed in the Union meeting. Thus it is seen that their pretented object of loyalty and patriotism was after all nothing but (the recall of a traitor). Their treasonable intentions are clearly manifest. That needs no further discussion. If they are not speedily punished according to Imperial laws, their plots may be followed by deeds like hard ice follows frost. This is all due to the close alliance between ten or more rebels here and the archtraitor now in exile.In conclusion Min Yongkui blames himself for not being able to prevent such a state of affairs as a Minister of state and begs His Majesty to dismiss and punish him for his unfaithfulness.There has hardly been a conspiracy this year either against His Majesty or the people, in which Min Yongkui was not mixed up in some way or another. He was first the confidant than the betrayer of An Kyengsu. Min is strongly suspected of being implicated in the coffee plot which he did every thing to cover up in mystery. All the anti-people and peddler schemes have been coneocted and carried out by this man. As the Minister of Finance he has exhausted the treasury either to buy court favors or to hire assassins and stone fighters. Now this very man turns round and calls others traitors. What a cheek !",정치; 기사,2698
官費生에 對 學次訓示,●官費生에 對 學次訓示    （續）三、諸子의 身軆檢査의 結果를 見즉 中等에 處하 者가 多하고 總히 强壯 軆格이라 謂키 難하바 大抵健全 身軆가아니면 健全 思想을 抱持하야 其志望을 達하기 不能하슨즉 恒常攝養ㅣ注意하야 身軆의 健康을 務圖이 可하니 是乃諸子가 父兄及政府에 對 義務오 又成業의 基礎라 假令軆質上多少身軆가 虛弱하더라도 自己衝生의 注意에 依하야 此를 補足을 得지오 若不品行의 結果로 因하야 其健康을 害하야 疾病에 罹하 者가 有 時 此 甚히 不穩當 事이오 實노 留學生의 軆面을 汚이 莫甚 者인즉 平素에 品行을 端正히하고 飮食을 節制에 注意하야 身軆不健全을 因하야 留學生免除의 不幸에 遇遭하 事가 無을 望하노라 四、諸子履修學科志望에 關하야 此의 决定前에 十分考慮熱議하야 旣히 一次决定 以上에 决코 變㪅치말고 最初의 决心을 期於貫徹지니 半途에 此를 變㪅하 等事 多大 損失일아니라 又任意로 此를 變㪅은 不許하바이라 但萬不得已 事情이 有 境遇에 留學生監督이 學部大臣의 指揮를 受하야 指定▣㪅의 命令을 發하 事가 不無하나 此等은 不得已 例外로 知지어다                    （未完）,사회; 기사,591
李在明公判의 辯論,雜      報●李在明公判의 辯論    李辯護十의 辯護      （續）一、情狀에 至야 立會檢事의 論告 被告李在明은 學校에셔 修學도 無고 且年齡이 妙少아니라 數年前에 僅히 勞働者의 資格으로 移民募集에 應야 海外에 出游인즉 相當 知識과 學問이 無 者라 然則如此 資格으로 政治的思想을 抱有얏다 認기 難고 又被告 其生活程度가 甚히 困窮야 無依無家고 東西漂泊으로 此世에 生存 樂觀이 絶乏 結果로 寧히 一縷을 犧牲에 供고 一世의 名譽나 圖得코져 鄙陋的思想에 出 者▣决코 愛國誠에 出 者아닌즉 情狀을 酌量 餘地가 無다나 大抵人은 萬物의 靈이라 喜怒哀樂▣惡欲의 七情을 具備 者인즉엇지 自國의 興亡盛衰와 國是의 良否를 不知며 外交의 得失과 條約의 利害를 不辨야 何等의 思想이 無다리오 野諺에 云하되 一寸之虫도 返有五寸之魂이라거든 况被告李在明은▣世의 志槪之十라 曾히 外國에 出遊야 彼找의 關係을 周察고 國是의 日非됨을 憤歎야 一身의 貴重됨을 不知고 全히 愛國憂民의 精神으로 今次行動에 至얏스니 此 無他라 被害者李完用이 政府樞要에 在야 五七條約에 不利益되 關係를 釀出 者로 認定고 此를 除去야 一世의 其憤을 快雪리라 思想에 出 者라 不謂이 不可지라 被기▣何히 困窮▣다지라도 餓死 境遇에 不至얏스며 又如何히 學問智識이 無다지라도 大勢를 觀測만 知識은 有 者라 今에 被告를 强責코져면 一個李完用을 殺害보다 寧히 自己의 知識과 實力을 擴充야 自己의 手腕으로 我政府를 組織고 國是를 挽回 計策에 不出얏다은 或可거니와엇지 此를 卑陋極惡 行動이라리오 要건 被告의 謀殺行爲 不可다지나 其愛國와 精神에 至아 國家의 人民된 者 何國人을 勿論고 贊成히아니이 不可지오 且好生惡死 人의 常情인즉 捐生求譽도 亦一義俠이라거든 况被告 滿腔의 熱血이 湧出을 不堪야 千辛萬苦를 不惜고 李完用의 踪跡을 追行다가 今此實行에 至얏고 其實行以後에 即時自溘랴 淸潔高尙 志趣에 基因야 今日此地位에 立 被告를엇지 求譽的卑陋思想이 有 者라리오 情狀이 如右히 原諒만에 不拘고 極刑을 加다은 甚히 不當 者라 大抵自古以來로 此와 如 謀殺被告人에게 極刑을 加이 無니 其實例를 據진 日本의 星享과 美國의 須知分을 謀殺야 已遂 人等도 死刑에 不受얏거든 况今에 李完用을 謀殺랴다가 但히 損傷에만 致고 旣遂에 不至 李在明을엇지 死刑에 處이 可다지 理由의 不備의 論告라 謂나이다 以上과 如히 事實及法律点과 情狀点에 依던지 又 年齡이 妙少 点에 依던지 十分原諒 者됨으로 大略說明오니 法律에 違背치아니고 且减輕을 可得 範圍內에셔 充分히 減輕와 相當히 處斷야쥬심을 望나이다      （完）,기사; 사회,1371
光武八年度豫筭表 （續）,●光武八年度豫筭表  （續）   歲出臨時部     內部所管 第二欵  地方土木費  一万元   第一項  地方土木費  一万元 第三欵  戢盜費  五百元   第一項  戢盜費  五百元 第四欵  漂燒恤金  五千元   第一項  漂燒恤金  五千元第 五欵  收埋費  三百元   第一項  收埋費  三百元第 六欵  掃穢費  二千四百八十八元   第一項  掃穢費  二千四百八十八元     內部所管合計 五万三千二百八十八元     外部所管 第一欵  日本兵弁移接家舍借賃費    四百八十元   第一項  日本兵弁移接家舍借賃費  四百八十元     外部所管合計四百八十元      農商工部所管 第一欵  礦山檢察費  一千八百四十元   第一項  礦山檢察費  一千八百四十元 第二欵  臨時博覽會費  四千五百元   第一項  臨時博覽會費  四千五百元     農商工部所管合計四千五百元   歲出臨時費合計 六十八万五千五百三元  預備金 一百十五万八千元  歲出摠計 一千四百二十一万四千二百九十八元 光武八年度歲人預筭說明書附叅考  書本年度歲入은 左에 表準을 依  야 筭定홈 第一欵  租稅   第一項  地稅    本年度結總一百万四千六十六    結內에 俵災一万結을 假量叩除    고 別紙第一号를 依야 一千二百九十三万八千一百二十一 元이 有터이나 前年度收入額 을 叅互야 本年度實入은 摠額    十分에 七五로 量計홈  第二項  戶稅    本稅난 摠額十分에 六五로 筭入    홈  第三項  雜稅    本稅난 前年度立筭額을 准야    加减이 無홈         （未完）,사회; 기사,728
國內의 衛生狀態,"●國內의 衛生狀態內部衛生局에셔 保健課, 醫務課外에 本年二月 官制改正 結果로 更히 試驗課를 增設야 痘苗製造, 化學的檢査, 細菌檢査 等 事務를 開始얏 去五月지의 痘苗製造高 十萬二千二百五十具라 種痘 者가 五十一萬一千二百八十八人이 我國人에게 强制種痘를 施얏스며 又四十六萬人은 無效로 配付얏고△屠獸事務屠獸에 關 事務 從來로 農商工部所管에 在더니 本年三月에 內部에 移屬야 目下 屠獸規則을 改定기로 準備中이오△傳染病本年一月以來로 五月지 各道에 發生 傳染病者 四千一百六十一人中 死亡 者가 八百八十八人이며 痘瘡病者 三千七百九十六人中 死亡이 八百三人이며 腸窒扶斯病者 二百六十三人中 死亡者가 五十五人이며 赤痢病者 四十一人中 死亡이 六人이며 實扶挨利亞病者 二十八人中 死亡者가 六人이며 星紅熱病者 十五人中 死亡者가 九人이며 發疲室扶斯病者 三人中 死亡者가 一人이며 虎列刺病者 十五人中 死亡者가 九名이라 以上은 當局者가 檢査를 行 者이 然이 其實際 右統計보다 大過 터이오△페스트 豫防關門地方에 페스트 鼠族이 發生으로 衛生局에셔 局員을 派遣야 實況을 調査 後 釜山 仁川 二港에셔 鼠族을 買上야 檢菌 等 防疫事務를 開始얏고△鴉片烟吸用本年度五月지 檢査 鴉片烟吸用者 五千三百六十人에 達얏 此等에 對야 斷烟及漸吸烟廢止方法을 用고△衛生狀態調査衛生局의 調査를 據 즉 醫師數 我國人이 二千六百五十九人이오 日本人이 二百八十三人이오 其他 外國人이 十九名이며 藥製師 我國人이 一百四十三人이오 日本人이 七十五人이며 産婆 我國人이 三十三人이오 日本人이 一百五人이며 看護婦 我國人이 三十三人이오 日本人이 一百五十五名이며 藥種營業에 我國人이 三千二百六十五人이오 日本人이 五百七十五人이오 淸國人이 九名이며 賣笑婦 我國人이 一千四百八十六人이오 日本人이 二千八百三十名이오 歐米人이 十數名이라더라",사회; 기사,916
世界石炭礦의 優劣,⊙世界石炭礦의 優劣德國 후잇셀 博士의 說을 據 則 德國炭礦은 將來 千年間은 能히 德國需要에 應 듯고 英國은 今後五十年間에 自國石炭이 皆盡 것이니 假今五十年에 不盡다 더라도 今世紀間에 盡 것은 的確 其一年産額을 見 則 千九百年의 二億二千五百十八萬一千三百噸에 對야 再昨年은 二億一千九百四萬六千九百四十五噸이 減얏스니 英國의 石炭이 外國市場에 供給치 못 것은 決코 長久 後가 아니오 最히 可驚 만 것은 美國炭礦이니 美國에셔 千九百年의 産額은 二億六千九百八十三萬千八百二十七噸에 其價額이 三億六百八十九萬千三百六十四弗이러니 再昨年은 二億九千二百二十四萬七百五十八噸에 其價額이 三億四千八百八十一萬三千八百三十一弗이라 此를 但히 볜실바니야 州의 無煙炭에만 就야 觀더라도 千九百年의 五千百二十二萬千三百五十三噸에 對야 再昨年은 六千二十四萬三千五百六十噸이 增加얏스니 過去二十年間 無煙炭이 歷史上에 未曾有 大增加오 普通炭의 産出도 亦千九百年의 二億一千二百五十一萬三千九百十二噸에 對야 再昨年은 二億二千四百七十六萬九千九十一噸이 增加얏고 其價額도 二億六百三十萬九千八百十一弗에 對야 二億二千百十三萬五百十三弗이 增加지라 此를 英國에 比較건 再昨年에 美國은 英國보다 約十分二를 多히 産出야 墺匈國에 比면 略七倍오 法國에 比면 略八倍以上을 産出얏스되 現今 最多히 石炭을 輸出고 最多히 世界의 石炭貯藏地에 供給은 美國이 아니오 依然히 英國이라 此 盖英國이 他國보다 石炭을 輸出기에 最多히 便宜 緣故니 英國의 炭礦은 海岸에 在고 如採掘費用은 美國과 別히 殊異이 無니 此를 海岸으로 運搬야 輸出기에 便利 故로 最히 廉價로 外國需要에 應을 得지라 (未完),정치; 기사,833
木浦人民呼冤歌,●木浦人民呼冤歌      （續）笑中有刀이 光景을  割以加鹽못 當케소  旣登極項三村民과  陷落悲境二千口가  一死면 都無事라  何憚不言쟌말가  利一害千못리라  失衆則失身이라  失身고 得利면  利潤用이 何用이며  見利忘義第一인지  悍甘利 永怨이라 世代로 國之重臣  國土幻弄자쟛구나  庚子五月十二日에  高下島을 借外니  長廣은 十二里오  結総은 十三結을  四千年宗社國土  爲其臣民짓신가  歌音이 不絕하고 足水가 未淸인  南橋竹洞萬福洞을  委任外人管轄니  文明國人手段으로 愚吾殘民鉗制제  啞人의 冷痛인지  有口無言우리 同胞空垈房屋勿論고  每問每朔五六錢式  膏血을 自盡고  皮骨도 欲屑이라  莎田에 過火라도  逢春면 㪅生이오  軟草가 驚霜타도  昇陽면 還醒인  此計彼計別凶計로  奪盡吾民自歿면  未盡元命주린 鬼神  男男女女作隊야  白日上天訴上帝면  無私殃及難逃지  句句이 悲悵事實  木民의 冤情이오  字字이 惻隱情狀  木民의 冤痛이라  언제나 明官맛나  이 冤情을 快雪고  木民冤情모르거든 呼冤歌를자세듯소  神目이 如電니  暗室도 不欺커든  靑天白日昭明下에 奪人基址무삼일가 惡鑵이 若滿이면  天必誅之나니라（完）,사회; 기사,580
叙任及辭令,官  報●叙任及辭令任漢城府裁判所主事叙判任官六等  金兌植○任仁川監理署主事叙判任官六等  崔悳柱○任吉州監理署主事叙判任官六等  孫宅仁○務安監理署主事具敎胄  任吉州監理署主事叙判任官五等○○任務安監理署主事叙判任官六等  前主事吳明燮○任內部主事叙判任官六等  姜  沔○任忠淸南道觀察府主事叙判任官六等  金永善○任忠淸北道觀察府主事叙判任官六等  金河述○任全北道觀察府主事叙判任官六等鞠性烈○任慶尙南道觀察府主事叙判任官六等  辛在翼○任濟州牧主事叙判任官六等  韓東桓○慶尙北道觀察府公立小學校敎員朴▣命  任官立小學校敎員叙判任官五等○東萊港公立小學校敎員杜容觀  任慶尙北道觀察府公立小學校敎員發刋任官四等○前敎員尹弻求  任東萊港公立小學校敎員叙判任官六等○李碩源  金敎承  解法部法律起艸委員○玄東喜  孫政赫  命法部法律起艸委員○玄東喜  孫政赫  解法部法律起艸委員○宋  演  洪鍾聲  命法部法律起草委員○法部主事金聲鎭  漢城府裁判所主事金兌植  依願免本官○任法部主事叙判任官六等  李謙泰○任漢城府裁判所主事叙判任官六等  李寅協    以上九月一日依願免本管  內部主事姜  沔○任內部主事叙判任官五等  五品曹秉楠○林志洙  李弘燮  任內部主事叙判任官六等    以上九月二日親衛第一聯隊第三大隊中隊長陸軍步兵正尉李圭植  憲兵隊附陸軍憲兵副尉尹元求  兼補臨時渾成旅團副官○陸軍步兵正領金昇圭  兼補臨時渾成旅團步兵第一聯隊長○元帥府檢査局副長陸軍副領趙轍熈  兼補臨時渾成旅團步兵第二聯隊長○武官學校副官陸軍步兵正尉安宗煥  兼補臨時渾成旅團步兵第一聯隊副官○武官學校敎官陸軍步兵正尉金奎漢  兼補臨時渾成旅團步兵第二聯隊副官○親衞第一聯隊第三大隊大隊長陸軍步兵叅領梁性煥  兼補臨時渾成旅團步兵第一聯隊第一大隊大隊長○侍衞第一聯隊第一大隊大隊長陸軍步兵叅領李根馨  兼補臨時渾成旅團步兵第一聯隊第二大隊大隊長○鎭衛第三聯隊第一大隊大隊長陸軍步兵叅領姜漢駿  兼補臨時渾成旅團步兵第一聯隊第三大隊大隊長○憲兵隊長陸軍憲兵叅領吳普泳  兼補臨時渾成旅團步兵第二聯隊第一大隊大隊長○親衛第一聯隊第二大隊大隊長陸軍步兵叅領朴有泰  兼補臨時渾成旅團步兵第二聯隊第二大隊大隊長○鎭衞第四聯隊第三大隊大隊長陸軍步兵叅領李容九  兼補臨時渾成旅團步兵第二聯隊第三大隊大隊長    以上八月三十日,기사; 정치,1017
日報社員退韓,大韓日報社에셔 日本警官等의 不正 行爲에 對야 猛烈 筆釼으로 多日攻擊을 加더니 昨日該社員이 退韓令을 當얏 九百八號에 醜族退治라 題下에 滿紙說話를 盡皆覆字고 退韓命令에 對야 號外로 再錄야 曰本社가 數日來로 警務顧問本部補佐官呼子友一郞의 醜行에셔 轉야 醜魁丸山重쥰의 惡事를 摘發야 將次크게 宦海를 肅淸을 期고 統監政治를 進步케 計코자 際에 果然只今社員을 左에 退韓命令을 下얏더라理事 戶叶薰雄記者 飯田三郞仝 巖崎虎十郞編緝人 森戶平吉右 當地方安寧을 妨害者로 認고 一個年間當國에 在留를 禁吾徒가 不正가 官憲이 暴威가 我親愛十万居留民과 及幾萬愛讀者 此를 知것이니 我徒의 筆劔은 此災厄을 逢야 益益奮進肉迫을 讀者가 幸勿勞라 吾徒同人生命이 存야셔 入代立變否아 寧死에 代로 生을 代야 筆劔을 揮야 彼等醜族을 全滅退治를 期하노라 來라 同感之士여 讀라 愛國之士여 正義 最後에 捷者니 正義公益에 犧牲이되거슨 吾徒의 本領이라 來라 幾多暴壓者여 來하라 幾多蠻行者여 吾儕之正義筆劔은 益益勇銳리로다얏더라,기사; 사회,524
