dcterms:title,dcterms:abstract,nlon:keyword,length
租約改正件,雜報⊙租約改正件俄公舘에셔 龍岩面森林會社借租契約에 對야하 我廷에 要求하난 改正案件이 如左하다 하니 (一) 韓國에셔 派送하난 ◈員이 森林會社代表員과 本處에 會同하야 踏査하고 定界票를 立하되 米突의 幾何난 更히 測量하야 地圖를 繕山 事 (二) 森林會社工役이 浩繁히야 不得不定界를 更占 境遇에난 非韓政府認許면 自意定界난 不得 事 (三) 該地段稅額은 年年히 韓政府에 收納하되 地方稅欵의 上納으로 勿以爲例하고 原合同第十九條에 各項 免稅句語난 更勿變通事 (四) 該會社期限이 滿過한 後에난 各項 文簿를 淸帳하야 該地段을 韓政府에 還納하면 韓政府에셔난 該地段을 他國人에게 更勿借與事 (五) 該地段內에 在한 墳墓를 已掘한 者난 已어니와 其餘墳墓난 勿爲掘移事 (六) 該地段定界外에 俄人이 切勿入韓人家하며 牛馬를 任放하야 糓物을 不得踐踏事 (七) 會社에셔 他處도 來하난 商民의 筏木을 從時價買入하되 不爲願賣者면 會社에셔 勿爲勒執하야 貽害商民事 (八) 定界內會社에셔 韓人이 犯罪하난 者ㅣ 有하면 會社에셔 押送韓國官吏治罪케 하고 會社人員과 役軍 等의 犯罪者와 又會社人員과 役軍이 韓國憑票를 持하고 範圍外에 建築하난 者ㅣ 有하면 韓國官員이 拘拿하야 會社로 押送하면 附近 領事舘에셔 處治 事 (九) 租界地段圖形은 俄又과 韓文으로 四件을 正書하야 外部及俄舘에 各一件式 森林監理와 該會社에 各一件式 存案憑遵하되 原森林合同第十七條俄又으로 施行이라 하얏다더라,사회; 기사,688
물폐지부인회 취지셔,저 부모가 빗시 잇스면 자손이 감당 바요 국가에 빗시 잇스면 국민이 담당 의무라 국가가 완전치 못면 성이 엇지 안보리요 듯온즉 의견이 놉푸신 동포님네들이 국지성이 션발여 국쵀을 보샹기로 단연 동신다 오니 어 뉘가 감복지 안사올잇가 차사에 야 황제 폐옵셔 연초을 불어시 칙어가 나리셧다 오니 신민된 자 엇지 복지황송치 안사오며 슬푼 눈물이 업오리오 무론남녀노소고 가로샹에 연초을 흡연거나 의연 모집에 협잡거나 슈슈방관거나 혹◈…◈가안◈요 국가에 큰 죄인이라 깁피 깁피 각할 거시외다방금 동포에 열심으로 국을 갑게 하오니 깃부고 다시 깃부오나 엇지 하여 우리나라는 이갓치 빈약하야 산갓튼 비슬 지고 운동이 마류여시니 슬푸고 한 실푸온지라 아마 우리 인민에 발달이 젹은 연고인듯  일 개인이 남에 돈을 져셔도 빗진 종이 되여 탕진가산에 가 망신하옵거든 하물며 젼국이 남에 돈을 다히 지고 이식 밤낫 느러가면 장찻  엇지 하오며 필경 무삼 지경이 업리요셰상에 제일노 무셔운 거슨 남에 돈박게  잇난익가 시기을 일치 마옵고 어셔 밧비 갑개여 할 날을 엇게 옵시다 졔이 듯은 우안여자로 문견이 젼하여 감이 셰상사을 장황 논셜할 누 업나 역시 화륙즁 인물이라 감격◈ 마음을 이기지 못하여 례모을 살피지 못옵고 촌장에 우미 소견을 젹와 젼국 부인좌에 븍고옵난이 바라옵건 허몰을 용사압시옵고 잠간 구버 감옵소셔 미완,사회; 기사,726
韓國之山은 不可不禿이오 其人民은 不可不懶惰 續,又彼坦坦 平野一軆가 多是荒蕪야 實노 耕作에 適合 土地 幾許가 無것도 亦是政治不良의 結果로 看做노라 或云韓民은 擧皆懶惰 者라나 恐컨대 此必韓民의 天性은아니라 大抵如何 國에 如何 人을 勿論고 幸福으로 一生을 安過코 慾望은 人人皆有것이오 旣曰此慾望이 有 以上에 勢必勤勤動作거날 何必韓人만 不然이 其有리오 否라 此亦政府暴斂의 結果에 不外도다彼韓民은비록 如何히 動作더라도 其裕福을 享受치못나니 何者오 動作면반다시 儲蓄것이나 儲蓄면곳 政府에 見奪 故로 或其儲蓄더라도 畢竟彼等의 手에 殘除도 無에 至니 然則彼等은 終歲勞動면셔 貧困것보다 遊逸自適면셔 貧困것이 得策이라야진짓 怠惰에 自陷야 漸次不可濟度 惡風을 養成에 至바니徃時日本國文物에 大影響을 與 韓人이엇지 本來부터 如斯 理가 可有리오 又韓人의 住家에 對야 特히 可驚 者는 卽如何 村落이던지 一戶라도 宏麗 家屋이 無 事이니 是 韓民이 難耐 政府에 苛重 收斂을 避 謀計로 所然이라 何故오 適히 他人所視에 特出듯 家屋을 建築면 卽時暴斂者와 討索◈가 爭相出來야 畢竟其財産을 沒數盡奪에 至 故로 韓民의 村落에 可觀 家屋이 絶無인듯더라 云云 完,기사; 사회,612
農業의 必要(共修學報照謄),大抵農業은 東洋古代부터 各種技業中에 第一頭로 認定야 農者 天下之大本이라 稱야 凡街童走卒이라도 能히 此를 知하건만 何故로 天下의 大本이되것은 詳解 者ㅣ 少지라 今에 此를 畧解진 個人的身分으로 論지라도 農業이 最重且完니 卽吾人이 此世에 能히 生存은 專혀 飮食의 力이며 其次 衣服의 力이니飮食과 衣服은 從天降從地出 者아니오 其從來 本源을 溯究면 莫非農夫蠶夫가 揮汗竭力야 得바이오 且吾人의 同一希望바 卽身軆의 健康인 農業은 此를 遂케나니 商業은 恒常大都會位置를 定즉 空氣가 濁汚고 塵埃가 彌滿야 衛生에 不利고工業은 恒常製造廠內에 在즉 其蒸氣의 薰과 煤烟의 毒이 衞生을 大害야 年壽을 減縮되 農業은 不然야 或平原曠野의 新鮮 空氣를 受며 或叢樹茂林의 淸快 酸素 吸야 其精神이 明確며 筋力이 强大야 衛生上大幸福을 得며 且各種營業中에 失敗가 少니假令戰爭이 起지라도 商工業은 其運輸上에 海路가 不順며 禁制品이 多야 往往히 多大 損害와 非常 困況을 當호대 農業은 不然야 內國에셔 安閒히 做業야 殆히 無愁翁을 作며 更히 一步 進야 國家的社會의 全躰을 論지라도 此業이 最要니 何故오 工業도 其大部分은 農業에 基因야 成 者이며 商業은 農産物과 工作物을 緣야 互相交易 者라故로 工商業의 興衰하 機關은 卽農에 在니 今에 其例를 擧진대 國內에 工商業의 發達은 極度에 至얏실지라도 農産이 無면 一時에 戰爭이 有야 國境이 他人의 攻圍되면 糧道가 絶乏야 飢餓를 難免지며且甲乙兩國이 有 甲國은 農에 長야 糓類를 多産고 乙國은 工에 長야 機械를 多製야 互相交換지라도 乙國이 甲國만 不如 憾이 有니 盖乙國에 輸入것은 總히 食料라 腹中에 永히 消費이오 甲國에 輸入것은 緫히 機械인즉 此를 因야 他業務가 益益增進되 所以라 然으로 工業國英吉利가 農業國合衆國을 欽羨不已나니 以上에 論述바로 見면 農業이 각業의 祖宗됨이 明確도다然이나 此를 學理上에 就야 農業의 全體를 槪論이어니와 實業際에 就야 我韓農業에 過去及現狀을 略述진대 帝國은 自來로 農産國이라 工業은 甚히 凋殘야 自國에 需用을 僅僅히 維持고 商業은 人智가 暗昧고 兼야 貨幣가 零星으로 海外에 貿易은 無고다만 內國에셔 來往 褓負商等이라 然으로 歉年을 一逢면 變通의 道가 全無야 非常 恐慌을 受 前鑑이 多고外國通商 以後로 商業에 均衡을 不察야 輸出品은 僅히 若干糓類이오 輸入品은 日用器具로부터 衣服料지 專히 他國物을 用고 今에 至야 食料에 輸入되 者ㅣ 亦多니 然으로 全國의 工業은 日日減少며 商業은 損己益他이니 痛嘆을 可勝가 如斯고도 尙此姑保苟安은 維一農業이니此로 觀진대 過去及現在의 國家經濟에 農業이 最重것은 甚히 確然하거니와 未來를 論지라도 工業은 本來技藝가 短며 巨欵이 無즉 卒然히 興起야 外國에셔 利益을 收入기 甚難고 商業은 內國物貨가 無즉 卒然히 擴張기 不能則本來부터 稍稍熟慣 農業을 改良발達야 國家經濟의 策을 急急히 實行지라然而彼陳經舊篇에 從事야 新學新識이라면 抵死毀妨 者 云호 農業은 愚蠢 下民이라도 能히 從事 者이라 故로 我韓은 四千餘年을 農業上에 特別 敎育이 無고도 今日지 作農얏스니今所謂農業學理와 改良方針이 無要라되 此 決코 不然니 假令其草木이 甲地方에셔 繁茂히 生長되 乙地方에셔 生長을 不得면 其氣候와 地味를 測量야 乙地方에셔도 能히 甲地方과 無異게 生長과 或甲地方보다 猶勝케 類가 農學에 在며 糓類와 禽獸의 種族을 改良進步이 其栽培牧蓄의 善否에 在며 損傷의 災運을 防遏不受이 莫非學術中出來者ㅣ니 此ㅣ엇지 農에 必要치아니타이오外國은 此學을 極히 注意야 草木禽獸의 族譜가 有니 此 其改良된 前績을 溯求며 未來의 발達策을 講究 者이며 近日某國學者가 預言되 今에 世界人口가 十八億에 至얏스니 百年後이면 五人億에 可達지라 然則那時에 農作 地가 不足야 食料 供기 不能다야 空中에 木板을 架設고 土를 積야 其上에도 農作物 種植이 合宜다야 각農事試驗場에셔 經驗이 已多얏스니此를 觀건대 外國人은 現時發達策을 講究 不啻라 未來事지 推究이 如斯하거 我國은 未來 姑舍고 現時발達策에도 矇然無意야 良地沃土를 等棄야 荒蕪地 作 者ㅣ 全國에 殆半이니今若急急히 農業發達策을 講究實行치아니면 垂涎 外國人이 未懇者 開懇고 已懇者 如干錢糓으로 盡數買收리니 斯境에 至면 外人은 不費一兵之力而盡得三千里彊土오 吾儕 坐作二千萬俘虜矣니 嗚呼同胞여 思지어다 勉지어다,사회; 기사,2264
宮廷錄事,●(宮廷錄事)詔曰卽見特進官 李僖魯等疏本則誣斥故相臣金鍾秀曰不道曰罪逆特降侑典則謂之以眩惑聖聰孫差監造則謂之以奏差乖當妄請亟收成命並削官啣矣此相臣係是廟享功臣也而泛稱逆臣豈無忌器之嫌乎無稽沒覺莫此爲甚而誣衊政府致使大僚不安於朝可勝駭痛原疏雖已退却而此不可仍置特進官 李喜魯令法部流十年發通時居首人令警務廳譏詗捉得一體流配詔曰聞卿逬出城外云或者因特進官 李喜魯等投疏而然歟謹稽獻敬王后親撰冊子中有曰正宗大王告于慈宮曰相臣金鍾秀勸上八字尊號及金印玉冊于景慕宮從玆典禮可以行矣至慟可以伸矣觀於此則今日典禮實基於是矣且朕所紹述者卽正廟之志事也所以曠感於當日禮遇之臣僚而有日前致侑之擧也卿之薦用其孫監造是役亦與朕同德之義也彼疏之橫竪誣衊萬萬駭痛故已有所處分者以卿老成何必更與之深較哉見今典禮在前許多應行之節不容晷刻曠延望卿克日還第以副朕臨軒企待之至意事遣秘書丞鄭寅星傳諭于議政仍與偕來 九月十三日秘書院丞鄭寅星書奏臣於陰曆八月初八日戌時量敬奉聖諭馳往傳諭于城北洞議政府議政尹容善所住處則以爲臣行己未孚慘被人言事關忠逆毛骨俱竦蒼皇逬出伏竢嚴譴不意惟允邇臣遠臨山中誕宣特諭諄複隆摯慰釋備至臣奉讀未半自不覺感淚之被面也如臣今日所値於古人亦有是否臣本無似冒據匪據爲彼輩所冒嫉者久矣盖其締結綢繆煽惑一世意不在於金鍾秀而裡許則實在乎臣之去位臣去則已矣不去則不知何樣機括又發於何地其亦可怕也今此處分嚴正所謂疏首通首並被流配此爲臣難進之一情勢而臣之所皇蹙難進者由臣之故使我正宗大王志事曁我皇上繼述之孝致有彼輩滕口說者此臣之罪也臣罪至此將以何顔復入修門與論國家大典禮也哉恩言之下轉益皇慄席藁伏地惟竢斧鉞之誅而已云矣臣旣承仍與偕來之命故姑爲仍留之意敢奏答曰知道 九月十三日詔曰昨日敦諭後意謂卿犂然釋然卽見附對罔然失圖自慚言未見孚也彼疏之勒加逆名于古人意專在於侵斥卿身朕所洞悉故已有處分治其誣罔之習此卽國綱事軆之不容不已者也朕何甞偏好於卿也朕之於卿卿之於朕平素相知而眷毘者顧何如而乃欲藉此而言去適中彼輩之願耶況今宣禧宮上謚封園議號隔在一宵緣卿撕挨以致典禮之不得行之於已定之日非惟朕誠禮之缺然於卿心亦必不安矣朕方臨軒而俟卿其深諒卽刻還第事偕來秘書丞更爲傳諭于議政期於偕來 九月十三日,정치; 기사,925
哭閔忠正公文,安東乃城留愚居士晩狂生裴淵德以松花餠栢子果再拜痛哭于故閔輔國忠正公靈床之下嗚呼何國不亡何人不死而孰如忠正公之杖義扶國殉死於億萬人同情之外哉乱臣賊子何世無之而孰如我忠正公殉死之時乎言念及此血淚방방衷憤所激毛骨숑然鳴呼愚生卽一介狂夫只以蠡酌之量何足輕重於通天蹈海之靈哉然而幸生忠正公之世曾以擧子之業猥蒙賜顔之澤出入公之門者至于幾許而甲午年間以漆齒之和作斥邪論一說謝公之門歸伏太白山中不復來往於公之문者以家貧親老旣無遠遊之暇又無抽身之資費送光陰者十餘年矣奈之何罪逆至重齊衰在身奄經一긔去年十一月分聞公之扶國殉節心寒骨冷叩城呼天一場痛哭不知生世之爲榮也卽欲躬晉一哭紛紜天地未知喪身之死於何樣穢手故忍今十二月初丁而담卽日發程今始來哭未知公靈之知耶否耶瞻彼血竹依依然若有情於感遇公眞死耶死眞生也鳴呼公以千萬年純剛至正之氣生於東方君子之國爲聰明男子身者四十餘年而身死於死死而生君子之竹公지忠義上自孤竹君지二子至于我 東方善竹橋無幾希矣然則公지死死於死可矣生지哭哭於哭常也而今日지哭非獨哭公哭我三千年禮義五百年宗社二千萬生靈而非公則無任哭公지哭乃哭國지곡擧聲發哀呼天痛곡者也挽詞二首東國乾坤在此中人人稱曰閔忠公一場風雨鐘樓小萬古綱常史閣雄居以位高名不諱歸於事大世無同生前富貴榮斯死竹帛丹心竹血紅右富貴聰明男子身身於死死死忠神神爲滅賊張巡是興復朝鮮又壬辰 未完,사회; 기사,571
奇哉美哉,●奇哉美哉  西署西江坊의 樵童牧竪百餘人이 該坊牛山學校의 情况을 每日來覽며 或軆保遊戲야 無異敎成隊一部를 作 兒戱軰들인 自己의 無識矇昧을 恨歎야 夜學校를 剏設고 校名은 牛山支校라 稱고 課程은 國文漢文筭術等으로 科定고 本校長에게 學監과 敎師를 請願 全文이 如左니夫學校者 古聖之所設也오 治人之重器也故로 人生八歲에 皆入學校 古今萬國이 不期而同이니 有國이면 必以學校로 爲本이오 有人이면 必以學校로 爲先務니 草木도 初生之時에 人有培養이면 必成棟樑之材이어던 况人乎잇가 然이나 洽受敎育야 欲成社會上高等人은 人皆欽羡이로 本人等은 知其敎育이 爲人之本이나 纒身糊口에 有意莫遂라 是以로 本人等이 晝宵嘆惜이기 但其聰明子弟等이 良知良能之時에 不復天性고 慮其社會上에 竟作下等人이 一個人之不受敎育이 爲其一國之病本이라 由是而本人等이 不顧寡學淺聞고 光武十年八月十日에 搆成尋常科夜學校고 名曰牛山學校支校라오며 賴其本洞僉員之贊成와 校况이 庶有興旺之望이나 矇昧敎育와 敎授課業을 何以爲之이오며 姑無學監敎師와 中途廢止之歎이 有기 玆以請願오니 照亮後本校學徒中에 學監敎師兩員을 擇送셔 無至功虧一簣之歎케심을 伏望光武十年八月日      牛山學校支校長  崔南植    贊成長朴啓遠  敎監高晙鎔,사회; 기사,613
北京在圍日記(續),外  報  照  謄  北京在圍日記            （續）⊙七月卄六日早朝에 外况의 通報를 據즉 河西務에서 昨日午前十時붓터 午後三時지 戰爭이 有 淸兵及義和團의 死傷이 千二百以上에 及야 河西務의 北十淸里地에 退在얏더라 此日總署에셔 慶親王等의 名으로 書翰을 送여 曰總署 外國公使를 爲야 其電報의 使用을 代任되다만 人人의 健康에 關 通知만고 暗号等을 用은 許치안노라고 且北京退去의 事를 返迫여 曰北京에 滯在면 何如 不虞의 事가 有지 知치못스니만일 天津으로 下진 白河의 便이 有야 二日이면 得達터이오 且淸國政府에셔 準備지 用意노라니 各國公使기 此에 關야 會議 外情의 密報를 據즉 董軍本營에셔 會議되 榮祿李秉衡等은 皆交民巷攻擊에 其効를 速奏치못즉 甘言으로써 外人에게 信케야 天津으로 送 歷路中曠野에셔 遮阻야 大兵으로써 一擧에 潰敗케기로고맛챰 天津에 立退 事를 要求이더라 七月廿七日昨日以來로 文書의 往復을 更始으로 市內가 一般靜穩지라 英國公使가 總署에 答書야 電報代任의 厚意를 先謝고 今將各國公使와 商議 後回答노라고 立退一條 目下病者도 有즉 炎日之下에 陸路旅行은 畢境能히못 意로 拒絶얏 英公使가 回答을 遲延케은 盖政略上에아모조록 往復交通을 久續가 爲이더라 外邊의 投言을 據즉 西太后皇帝기 近日中에 外國軍의 攻進을 聞고 西安府로 逃 準備를고 董福祥은 甘軍及武營等凡二十營을 率고 扈從기로더라七月卄八日此唎에 使者가 天津으로셔 還來잇 彼가 六月四日北京을 出야 途中河西務에서 義和圑에게 被捕야 七八日間을 團營에셔 困苦다가 僅逃야맛챰 天津에 至야 英國領事의 書翰을 持歸지라 其書에 二萬四千兵이 上陸야 一萬九千이 天津에 在고 天津은 洋兵이 占領얏다더라 此日에 支那兵의 報를 據즉 二十六日夕에 河西務北方에셔 開戰야못 天明지 達야 支那兵義和團의 死傷이 七百餘에 及고 外兵은드여 安平에 到고 支那兵은 馬頭附近으로 退歸얏다면 又曰董福祥의 第四子가 明朝六点鍾에 先發야 西安으로 向터이라더라七月二十九日許景澄袁昶兩人은 皆總理衙門大臣으로 洋務들 通야 外人의 愛重을 受던 人이라 義和圑當時븟터 頻頻히 此를 鎭壓기를 主張고 這回外國과 開戰을 本來反對더니맛챰 頑固黨이 得勝야 今에 許袁兩大臣을 死刑에 處 其上諭에 曰吏部左侍郞許景澄太常寺卿袁昶屢次被人奏參聲名惡劣平日辦洋務皆存私心每遇召見時任意妄奏莠言亂政語多離間有不忍言者實属大不敬若不嚴行懲辦何以整肅群僚許景澄袁昶均着即行正法以昭炯戒          （未完）,기사; 정치,1256
天津交還問題,⊙天津交還問題  倫敦電을 據 則 英國外部協辦구란본 氏가 下議院에셔 演說야 曰英廷에셔 駐淸英公使에게 訓令되天津交還問題에 關야 提出 條件의 變更을 要求라얏다니 其條件이라은 即天津에 駐兵 英美德俄法日六個國이 商議决定 後에 駐兵치아니 他五個國에 向야 同意를 要求것인 已報과 如히（一）直隷總督은 護衛兵三百을 置을 得 事（二）淸國警察官이 外人逮捕을 禁 條項을 削除 事（三）外國軍에게 今後도 繼續야 人民私有財產의 占領을 許 條項을 削除 事（四）太沽에淸國軍艦數를 制限 條項을 削除 事니 此改正條項을 更히 改正야 淸國에 對 制限을 輕减랴듯이라 聞바를 據 則袁世凱氏가 天津城周圍三百基米突以內에 兵士三百人以外를 置치못다 條件에 甚히 苦痛고 到底히 責任으로써 其管下의 安寧秩序를 保치못다야 不得已면 方今住居 保定에久住랴고도 思惟얏 英國은 元來過度 條件으로 天津交還을 行랴에 每常日本과 同一 步武로 其輕减을 希望 故로 外部協辦의 所謂訓令은 右條件第一項에 就야 溝國에 便利케랴인지 然면 于今지도 天津交還을 不肯던 各國이 更히 一致키 難것이니 同問題의 出末이 更히 遷延되더라,정치; 기사,595
叙任及辭令,官      報○叙任及辭令  ○六月二十日金凖千  任府主事叙判任官四等△府主事李鏞洙  任郡主事叙判任官四等○六月二十四日李容雨  李玄宇  李玟河  郡主事叙判任官四等窪谷四郞  長岡榮助  岡田福三郞中野又一郞  赤岡正胤  宇多次郞安達安  堀金信雄  任航路標識管理所看守叙判任官五等△白石槌夫  任稅關監吏叙判任官五等△佐伯弻  任稅關監吏叙判任官五等○七月二日伊藤繁  任公立光州農林學校學監叙判任官三等○七月四日稅關監吏市川健吉  兼任稅關鑑定官補△齋藤勇  任土地調查局技手叙判任官三等府主事金凖千  命東萊府在勤△郡主事李鏞洙  命巨濟郡在勤△郡主事張在轍  命宜寧郡在勤（以上六月二十日內部）△郡主事李容雨  命機張郡在勤△郡主事李玄宇  命居昌郡在勤△郡主事李玟河  命固城郡在勤（以上六月二十四日內部）  △郡主事金東赫  依願免本官（六月二十八日內部）△郡主事金寶漢  依顧免本官△郡主事小柳直  命善山郡在勤（以上六月二十九日內部）△財務署主事兼財務監督局主事山口乙麿  免兼官△財務監督局事務官水口隆二  平壤財務監督局長佐佐木正太不在中代理 命홈（七月一日度支部）,정치; 기사,501
宮廷錄事,官報十月十八日●(宮廷錄事)秘書院丞李範贊書奏臣於陰曆九月十二日戌時量敬奉聖諭更爲傳諭于議政府議政尹容善所住處則以爲臣求死不死日奉恩言惶隕慄蹙無辭可達惟恭竢斧銊之誅云矣臣旣承期於偕來之命故姑爲仍留之意敢奏答曰知道 十月十七日議政府贊政內部大臣臨時署理軍部大臣閔丙奭辭職疏 批旨省疏具悉卿懇卿於內部視務未幾而已得善頌所愼雖如此重任非可遽解故特許調理行公卿其諒之事遣部郞宣諭 十月十六日詔曰前後之諭亦云支離矣卿則不顧倚毘之重不念酬應之煩只以無辭可達四箇字防塞之有若一刀割斷者然試思今日國勢卿可以捨朕乎朕可以捨卿乎旣不可以相捨則上下之間徒見其撕捱而已於公於私有何補益哉卿則以名在獄供爲引然該案未經審査誰某之有無罪犯實難先事料度而至於卿斷斷忠愛可質神明是又朕所確信者也卿若以此介懷則不幾近於負朕乎朕言不多卿其卽速回轅料理從邁庸紓朕企望之懷事偕來秘書丞更爲傳諭于議政期於偕來 十月十七日侍從院卿李鎬翼自劾疏 批旨省疏具悉旣已問備何必爲引卿其勿辭行公軍部協辦金永準辭職疏 批旨省疏具悉此時此任何可輕遞卿其勿辭行公 以上十月十六日秘書院丞李範贊書奏臣於陰曆九月十三日申時量敬奉聖諭更爲傳諭于議政府議政尹容善所住處則以爲臣今生不如死不可見容於覆載間而又伏奉聖諭不覺聲淚之交發以名在獄供之大臣何敢附對於未裁判之前乎雖伏奉不敢承聞之敎臣罪臣知惟願遄被金木之誅云矣臣旣承期於偕來之命故姑爲仍留之意敢奏答曰知道詔曰覽卿附牘無意還第引義轉深遣辭太激朕則惟以致卿爲心而卿之必欲決然捨去者誠左右究而不可解也今日果何等時乎國勢岌嶪朝象潰裂君臣上下宜其協心戮力汲汲然圖所以善後而日以應酬往返爲政靡遑他事得無傍觀之譏笑乎卿以獄供一節謂之不可容於覆載而前後詔諭開釋無餘至云可質神明卿亦庶有以諒此衷曲也朕之於卿平日交孚果何如而乃爲此過中之擧乎假使卿有欲去之心引此不當引之事而言去則不可也比者日候漸冷栖屑郊坰殊深奉慮矧玆陵幸在卽當行終裸在卿情禮亦不可廢望卿卽日言旋無孤朕跂佇之至意事偕來秘書丞更爲傳諭于議政期於偕來 以上十月十七日詔曰明日幸行退定再明日 十月十八日,정치; 기사,861
Some Koreans spending the winter in Japan for their health (?) have paid a good,"Some Koreans spending the winter in Japan for their health (?) have paid a good a price for a lesson in finance which they will not forget. One of these had a quantity of gold dust. Some Japanese learned of the case. Becoming friendly with the Koreans they said that they had 138,000 yen of counterfeit money which would pass and which they would sell at 10 per cent of its value. Samples were shown (genuine money) and were passed without question. The Koreans were satisfied. The day for the exchange came. The yen notes were in kerosene cans. These were in reality only slips of newspaper cut to the proper size―but on the top genuine yen notes were laid. These the Koreans drew out and passed, so all suspicious was allayed and the exchange was effected. The police have the case in hand―but neither the swindlers nor the gold dust. It is said in a contemporary that the Korean government has applied to the Japanese government for a loan of one million yen in silver bullion with which to coin small silver coins. The application is being considered at the Japanese Finance Department",사회; 기사,1089
THE PEKING GARRISON QUESTION,"THE PEKING GARRISON QUESTION.PEKING, Nov. 8. The soldiers under General Sung Ch◈ing who committed assaults on foreigners, are still staying in the Capital, though the Chinese Government agreed to withdraw them on the request of the foreign diplomats. The Chinese Government´s pretext is that the soldiers have not finished drill and cannot be withdrawn. The Representatives of the Powers have sent another message requiring their retirement within 15 days. Otherwise the Powers will increase the numbers of their guards at Peking, and take steps to protect the railways and telegraph lines",기사; 정치,589
樞院獻議,⊙樞院獻議  通政朴宜鉉氏等이 中樞院에 獻議한 全文이 如左하니 夫國之所以爲國君之所以爲君有土有民之謂也土以養民民以守國無土玆無民無民玆無國此大韓三千里疆域之內一掬土一寸地何莫非  先聖朝積苦所得  列聖朝致勤所守伊來五百餘年以至우 我大皇帝陛下此世守也以死守之可也書曰有指疆土者是也今聞日人以山林原野陳荒菑田五十年借許之意照會우 我外部自外部移照請議우 政府噫彼無已之求胡至此極盖山林原野陳荒菑田雖似等棄民生日用之不可一日無者也以是而資衣服作噐皿通貨財雖深山窮谷曠野荒原之中吾民之無土無財者入居우 此菑於斯而牧於斯採於斯而樵於斯僅以爲資身之所者統一國計之則十之八九也一朝許與우 日人則一拳山一派水皆入於彼人範圍之內所謂吾民之無告更不得奠居而做生衣食絕矣財源奪矣外他薪水灌漑之利一任十彼奄然以一國土地非復大韓之有也哀我生民非但生▣居地必將死無葬地矣是豈不寒心而痛哭哉盖政府諸公亦皆  先聖朝培養後臣  今聖主恩遇勳臣必不遽爾認許而以外部大臣言之則身當交際之任見此無厭之求而何不峻辭却之而請議우 政府乎政府諸公又何不見斯却之而置之우 議案乎且所謂會議之可否取决者乃疑於可否合衆議而决之之謂也以若斷斷無疑其不可而發於議席則有一二賣國之臣靦然書可自以爲要功媒爵之計而適足爲彼人藉口之端此乃向日漁業基址是也夫大韓疆土乃  祖宗之舊物也今皇之所受也兆民之所依也非政府之疆土也又非一二臣之私有也截不可秘密會議擅自認許者矣今已彼人之照會日久播諸新聞初無牢却之擧而聞設議席由是人心憤鬱衆議喧騰義士之通章輪行反以彼人之令方在捉囚國事至此寧欲溘死生雖遐方䟽跡淸朝㣲品世受培養之化身被雨露之恩見此疆域日縮國將無國則實無樂生之心只有一死之願而天陛深邃進言末由瀝陳胸血敢陳於樞機之下伏願閤下仰念  聖朝受天之基俯察小民依土之命將此獻議通牒우 政府奏禀우  天陛內而政府外而民庶一辭峻斥以全我大韓一國宗社幸甚臣民幸甚,기사; 사회,796
東亞同文會,"外報照謄⊙(東亞同文會)去月二十五日 該會에서 評議員會를 會長代理 長岡子爵, 評議員 長谷場, 犬養, 佐佐, 陸, 杉村, 池邊諸氏가 出席야 評決 事項은 同會의 事業豫算及淸韓兩國派遣員의 選定報告와 陸實氏가 幹事長됨으로 評議員을 辭니 其後任은 神鞭知常氏를 選擧 等事이라 淸韓兩國派遣員은 如左히 決定니淸國派遣員北京 中西正樹 上海 井手三郞 漢口 宗方小太郞 廣東 高橋謙 福州 中島眞雄右外에 平山周氏 南京, 湖南, 重慶의 間에 遊說기로고 佐佐木四方志, 原口開一, 村井啓太郞 三氏 事務員으로 各地에 分駐 次로 定고 又韓國派遣員은 北靑은 笹森儀助, 平壤은 眞藤義雄, 京城은 志村作太郞 三氏라 該會事業의 重者가 如左니淸國의 部一 上海東亞時報의 發行回數를 增加 事一 漢報(本上海扈報의 支報)의 擴張及同地留學生을 派遣 事一 廣東에 留學生을 派遣 事一 福州의 東文學堂과 日本語學校를 擴張 事韓國의 部一 北靑及平壤에 日本語學校를 設立 事一 漢城月報(雜誌)를 發行 事一 京城學堂에 補助金을 與 事",정치; 기사,506
